contrast,null_index,median_prompt_rho
dose_to_DeltaU_shift_grid,0,-0.06666666666666665
dose_to_DeltaU_shift_grid,1,-0.05454545454545454
dose_to_DeltaU_shift_grid,2,0.0303030303030303
dose_to_DeltaU_shift_grid,3,0.05454545454545454
dose_to_DeltaU_shift_grid,4,0.01818181818181818
dose_to_DeltaU_shift_grid,5,0.01818181818181818
dose_to_DeltaU_shift_grid,6,0.0303030303030303
dose_to_DeltaU_shift_grid,7,-0.01818181818181818
dose_to_DeltaU_shift_grid,8,-0.0303030303030303
dose_to_DeltaU_shift_grid,9,-0.01818181818181818
dose_to_DeltaU_shift_grid,10,-0.006060606060606061
dose_to_DeltaU_shift_grid,11,0.01818181818181818
dose_to_DeltaU_shift_grid,12,-0.0303030303030303
dose_to_DeltaU_shift_grid,13,-0.0303030303030303
dose_to_DeltaU_shift_grid,14,-0.0303030303030303
dose_to_DeltaU_shift_grid,15,-0.05454545454545454
dose_to_DeltaU_shift_grid,16,-0.006060606060606061
dose_to_DeltaU_shift_grid,17,-0.04242424242424241
dose_to_DeltaU_shift_grid,18,0.006060606060606061
dose_to_DeltaU_shift_grid,19,0.006060606060606061
dose_to_DeltaU_shift_grid,20,0.006060606060606061
dose_to_DeltaU_shift_grid,21,0.006060606060606061
dose_to_DeltaU_shift_grid,22,-0.0303030303030303
dose_to_DeltaU_shift_grid,23,0.0303030303030303
dose_to_DeltaU_shift_grid,24,-0.0303030303030303
dose_to_DeltaU_shift_grid,25,-0.0303030303030303
dose_to_DeltaU_shift_grid,26,0.01818181818181818
dose_to_DeltaU_shift_grid,27,-0.04242424242424241
dose_to_DeltaU_shift_grid,28,-0.01818181818181818
dose_to_DeltaU_shift_grid,29,-0.01818181818181818
dose_to_DeltaU_shift_grid,30,0.01818181818181818
dose_to_DeltaU_shift_grid,31,0.006060606060606061
dose_to_DeltaU_shift_grid,32,0.01818181818181818
dose_to_DeltaU_shift_grid,33,-0.01818181818181818
dose_to_DeltaU_shift_grid,34,-0.006060606060606061
dose_to_DeltaU_shift_grid,35,-0.0303030303030303
dose_to_DeltaU_shift_grid,36,0.0303030303030303
dose_to_DeltaU_shift_grid,37,0.04242424242424241
dose_to_DeltaU_shift_grid,38,-0.006060606060606061
dose_to_DeltaU_shift_grid,39,-0.01818181818181818
dose_to_DeltaU_shift_grid,40,0.006060606060606061
dose_to_DeltaU_shift_grid,41,-0.006060606060606061
dose_to_DeltaU_shift_grid,42,-0.04242424242424241
dose_to_DeltaU_shift_grid,43,0.006060606060606061
dose_to_DeltaU_shift_grid,44,0.01818181818181818
dose_to_DeltaU_shift_grid,45,-0.0303030303030303
dose_to_DeltaU_shift_grid,46,0.05454545454545454
dose_to_DeltaU_shift_grid,47,-0.006060606060606061
dose_to_DeltaU_shift_grid,48,0.006060606060606061
dose_to_DeltaU_shift_grid,49,-0.01818181818181818
dose_to_DeltaU_shift_grid,50,-0.0303030303030303
dose_to_DeltaU_shift_grid,51,-0.006060606060606061
dose_to_DeltaU_shift_grid,52,0.01818181818181818
dose_to_DeltaU_shift_grid,53,0.01818181818181818
dose_to_DeltaU_shift_grid,54,0.01818181818181818
dose_to_DeltaU_shift_grid,55,0.006060606060606061
dose_to_DeltaU_shift_grid,56,-0.04242424242424241
dose_to_DeltaU_shift_grid,57,0.01818181818181818
dose_to_DeltaU_shift_grid,58,-0.006060606060606061
dose_to_DeltaU_shift_grid,59,-0.01818181818181818
dose_to_DeltaU_shift_grid,60,-0.006060606060606061
dose_to_DeltaU_shift_grid,61,0.0303030303030303
dose_to_DeltaU_shift_grid,62,0.006060606060606061
dose_to_DeltaU_shift_grid,63,-0.01818181818181818
dose_to_DeltaU_shift_grid,64,-0.04242424242424241
dose_to_DeltaU_shift_grid,65,-0.0303030303030303
dose_to_DeltaU_shift_grid,66,0.0303030303030303
dose_to_DeltaU_shift_grid,67,-0.01818181818181818
dose_to_DeltaU_shift_grid,68,-0.04242424242424241
dose_to_DeltaU_shift_grid,69,-0.01818181818181818
dose_to_DeltaU_shift_grid,70,-0.0303030303030303
dose_to_DeltaU_shift_grid,71,0.01818181818181818
dose_to_DeltaU_shift_grid,72,0.0303030303030303
dose_to_DeltaU_shift_grid,73,-0.01818181818181818
dose_to_DeltaU_shift_grid,74,0.05454545454545454
dose_to_DeltaU_shift_grid,75,-0.0303030303030303
dose_to_DeltaU_shift_grid,76,-0.05454545454545454
dose_to_DeltaU_shift_grid,77,-0.04242424242424241
dose_to_DeltaU_shift_grid,78,0.04242424242424241
dose_to_DeltaU_shift_grid,79,-0.0303030303030303
dose_to_DeltaU_shift_grid,80,-0.006060606060606061
dose_to_DeltaU_shift_grid,81,0.01818181818181818
dose_to_DeltaU_shift_grid,82,0.006060606060606061
dose_to_DeltaU_shift_grid,83,0.0303030303030303
dose_to_DeltaU_shift_grid,84,-0.006060606060606061
dose_to_DeltaU_shift_grid,85,0.01818181818181818
dose_to_DeltaU_shift_grid,86,0.06666666666666665
dose_to_DeltaU_shift_grid,87,0.006060606060606061
dose_to_DeltaU_shift_grid,88,0.0303030303030303
dose_to_DeltaU_shift_grid,89,-0.0303030303030303
dose_to_DeltaU_shift_grid,90,-0.05454545454545454
dose_to_DeltaU_shift_grid,91,0.0303030303030303
dose_to_DeltaU_shift_grid,92,0.06666666666666665
dose_to_DeltaU_shift_grid,93,0.0303030303030303
dose_to_DeltaU_shift_grid,94,-0.0303030303030303
dose_to_DeltaU_shift_grid,95,-0.04242424242424241
dose_to_DeltaU_shift_grid,96,-0.0303030303030303
dose_to_DeltaU_shift_grid,97,-0.006060606060606061
dose_to_DeltaU_shift_grid,98,-0.01818181818181818
dose_to_DeltaU_shift_grid,99,0.0303030303030303
dose_to_DeltaU_shift_grid,100,-0.006060606060606061
dose_to_DeltaU_shift_grid,101,0.05454545454545454
dose_to_DeltaU_shift_grid,102,-0.0303030303030303
dose_to_DeltaU_shift_grid,103,-0.05454545454545454
dose_to_DeltaU_shift_grid,104,-0.006060606060606061
dose_to_DeltaU_shift_grid,105,0.006060606060606061
dose_to_DeltaU_shift_grid,106,-0.06666666666666665
dose_to_DeltaU_shift_grid,107,-0.0303030303030303
dose_to_DeltaU_shift_grid,108,0.006060606060606061
dose_to_DeltaU_shift_grid,109,-0.0303030303030303
dose_to_DeltaU_shift_grid,110,-0.006060606060606061
dose_to_DeltaU_shift_grid,111,-0.01818181818181818
dose_to_DeltaU_shift_grid,112,-0.05454545454545454
dose_to_DeltaU_shift_grid,113,0.01818181818181818
dose_to_DeltaU_shift_grid,114,0.006060606060606061
dose_to_DeltaU_shift_grid,115,-0.06666666666666665
dose_to_DeltaU_shift_grid,116,0.006060606060606061
dose_to_DeltaU_shift_grid,117,-0.006060606060606061
dose_to_DeltaU_shift_grid,118,-0.0303030303030303
dose_to_DeltaU_shift_grid,119,0.01818181818181818
dose_to_DeltaU_shift_grid,120,-0.01818181818181818
dose_to_DeltaU_shift_grid,121,-0.01818181818181818
dose_to_DeltaU_shift_grid,122,-0.04242424242424241
dose_to_DeltaU_shift_grid,123,0.01818181818181818
dose_to_DeltaU_shift_grid,124,0.006060606060606061
dose_to_DeltaU_shift_grid,125,-0.0303030303030303
dose_to_DeltaU_shift_grid,126,0.01818181818181818
dose_to_DeltaU_shift_grid,127,0.01818181818181818
dose_to_DeltaU_shift_grid,128,-0.01818181818181818
dose_to_DeltaU_shift_grid,129,0.0303030303030303
dose_to_DeltaU_shift_grid,130,-0.006060606060606061
dose_to_DeltaU_shift_grid,131,-0.01818181818181818
dose_to_DeltaU_shift_grid,132,-0.0303030303030303
dose_to_DeltaU_shift_grid,133,0.006060606060606061
dose_to_DeltaU_shift_grid,134,0.01818181818181818
dose_to_DeltaU_shift_grid,135,0.06666666666666665
dose_to_DeltaU_shift_grid,136,0.006060606060606061
dose_to_DeltaU_shift_grid,137,-0.04242424242424241
dose_to_DeltaU_shift_grid,138,-0.01818181818181818
dose_to_DeltaU_shift_grid,139,0.01818181818181818
dose_to_DeltaU_shift_grid,140,-0.006060606060606061
dose_to_DeltaU_shift_grid,141,0.0303030303030303
dose_to_DeltaU_shift_grid,142,-0.0303030303030303
dose_to_DeltaU_shift_grid,143,0.006060606060606061
dose_to_DeltaU_shift_grid,144,-0.05454545454545454
