ng00_clean	inputs/prompts/ng00_clean.txt
ng00_permuted	inputs/prompts/ng00_permuted.txt
ng00_redundant	inputs/prompts/ng00_redundant.txt
ng00_irrelevant	inputs/prompts/ng00_irrelevant.txt
ng00_weak_distractor	inputs/prompts/ng00_weak_distractor.txt
ng00_competition_balanced	inputs/prompts/ng00_competition_balanced.txt
ng00_direct_conflict	inputs/prompts/ng00_direct_conflict.txt
ng00_closure_update	inputs/prompts/ng00_closure_update.txt
ng00_closure_override	inputs/prompts/ng00_closure_override.txt
ng00_exception_override	inputs/prompts/ng00_exception_override.txt
ng01_clean	inputs/prompts/ng01_clean.txt
ng01_permuted	inputs/prompts/ng01_permuted.txt
ng01_redundant	inputs/prompts/ng01_redundant.txt
ng01_irrelevant	inputs/prompts/ng01_irrelevant.txt
ng01_weak_distractor	inputs/prompts/ng01_weak_distractor.txt
ng01_competition_balanced	inputs/prompts/ng01_competition_balanced.txt
ng01_direct_conflict	inputs/prompts/ng01_direct_conflict.txt
ng01_closure_update	inputs/prompts/ng01_closure_update.txt
ng01_closure_override	inputs/prompts/ng01_closure_override.txt
ng01_exception_override	inputs/prompts/ng01_exception_override.txt
ng02_clean	inputs/prompts/ng02_clean.txt
ng02_permuted	inputs/prompts/ng02_permuted.txt
ng02_redundant	inputs/prompts/ng02_redundant.txt
ng02_irrelevant	inputs/prompts/ng02_irrelevant.txt
ng02_weak_distractor	inputs/prompts/ng02_weak_distractor.txt
ng02_competition_balanced	inputs/prompts/ng02_competition_balanced.txt
ng02_direct_conflict	inputs/prompts/ng02_direct_conflict.txt
ng02_closure_update	inputs/prompts/ng02_closure_update.txt
ng02_closure_override	inputs/prompts/ng02_closure_override.txt
ng02_exception_override	inputs/prompts/ng02_exception_override.txt
ng03_clean	inputs/prompts/ng03_clean.txt
ng03_permuted	inputs/prompts/ng03_permuted.txt
ng03_redundant	inputs/prompts/ng03_redundant.txt
ng03_irrelevant	inputs/prompts/ng03_irrelevant.txt
ng03_weak_distractor	inputs/prompts/ng03_weak_distractor.txt
ng03_competition_balanced	inputs/prompts/ng03_competition_balanced.txt
ng03_direct_conflict	inputs/prompts/ng03_direct_conflict.txt
ng03_closure_update	inputs/prompts/ng03_closure_update.txt
ng03_closure_override	inputs/prompts/ng03_closure_override.txt
ng03_exception_override	inputs/prompts/ng03_exception_override.txt
ng04_clean	inputs/prompts/ng04_clean.txt
ng04_permuted	inputs/prompts/ng04_permuted.txt
ng04_redundant	inputs/prompts/ng04_redundant.txt
ng04_irrelevant	inputs/prompts/ng04_irrelevant.txt
ng04_weak_distractor	inputs/prompts/ng04_weak_distractor.txt
ng04_competition_balanced	inputs/prompts/ng04_competition_balanced.txt
ng04_direct_conflict	inputs/prompts/ng04_direct_conflict.txt
ng04_closure_update	inputs/prompts/ng04_closure_update.txt
ng04_closure_override	inputs/prompts/ng04_closure_override.txt
ng04_exception_override	inputs/prompts/ng04_exception_override.txt
ng05_clean	inputs/prompts/ng05_clean.txt
ng05_permuted	inputs/prompts/ng05_permuted.txt
ng05_redundant	inputs/prompts/ng05_redundant.txt
ng05_irrelevant	inputs/prompts/ng05_irrelevant.txt
ng05_weak_distractor	inputs/prompts/ng05_weak_distractor.txt
ng05_competition_balanced	inputs/prompts/ng05_competition_balanced.txt
ng05_direct_conflict	inputs/prompts/ng05_direct_conflict.txt
ng05_closure_update	inputs/prompts/ng05_closure_update.txt
ng05_closure_override	inputs/prompts/ng05_closure_override.txt
ng05_exception_override	inputs/prompts/ng05_exception_override.txt
ng06_clean	inputs/prompts/ng06_clean.txt
ng06_permuted	inputs/prompts/ng06_permuted.txt
ng06_redundant	inputs/prompts/ng06_redundant.txt
ng06_irrelevant	inputs/prompts/ng06_irrelevant.txt
ng06_weak_distractor	inputs/prompts/ng06_weak_distractor.txt
ng06_competition_balanced	inputs/prompts/ng06_competition_balanced.txt
ng06_direct_conflict	inputs/prompts/ng06_direct_conflict.txt
ng06_closure_update	inputs/prompts/ng06_closure_update.txt
ng06_closure_override	inputs/prompts/ng06_closure_override.txt
ng06_exception_override	inputs/prompts/ng06_exception_override.txt
ng07_clean	inputs/prompts/ng07_clean.txt
ng07_permuted	inputs/prompts/ng07_permuted.txt
ng07_redundant	inputs/prompts/ng07_redundant.txt
ng07_irrelevant	inputs/prompts/ng07_irrelevant.txt
ng07_weak_distractor	inputs/prompts/ng07_weak_distractor.txt
ng07_competition_balanced	inputs/prompts/ng07_competition_balanced.txt
ng07_direct_conflict	inputs/prompts/ng07_direct_conflict.txt
ng07_closure_update	inputs/prompts/ng07_closure_update.txt
ng07_closure_override	inputs/prompts/ng07_closure_override.txt
ng07_exception_override	inputs/prompts/ng07_exception_override.txt
ng08_clean	inputs/prompts/ng08_clean.txt
ng08_permuted	inputs/prompts/ng08_permuted.txt
ng08_redundant	inputs/prompts/ng08_redundant.txt
ng08_irrelevant	inputs/prompts/ng08_irrelevant.txt
ng08_weak_distractor	inputs/prompts/ng08_weak_distractor.txt
ng08_competition_balanced	inputs/prompts/ng08_competition_balanced.txt
ng08_direct_conflict	inputs/prompts/ng08_direct_conflict.txt
ng08_closure_update	inputs/prompts/ng08_closure_update.txt
ng08_closure_override	inputs/prompts/ng08_closure_override.txt
ng08_exception_override	inputs/prompts/ng08_exception_override.txt
ng09_clean	inputs/prompts/ng09_clean.txt
ng09_permuted	inputs/prompts/ng09_permuted.txt
ng09_redundant	inputs/prompts/ng09_redundant.txt
ng09_irrelevant	inputs/prompts/ng09_irrelevant.txt
ng09_weak_distractor	inputs/prompts/ng09_weak_distractor.txt
ng09_competition_balanced	inputs/prompts/ng09_competition_balanced.txt
ng09_direct_conflict	inputs/prompts/ng09_direct_conflict.txt
ng09_closure_update	inputs/prompts/ng09_closure_update.txt
ng09_closure_override	inputs/prompts/ng09_closure_override.txt
ng09_exception_override	inputs/prompts/ng09_exception_override.txt
ng10_clean	inputs/prompts/ng10_clean.txt
ng10_permuted	inputs/prompts/ng10_permuted.txt
ng10_redundant	inputs/prompts/ng10_redundant.txt
ng10_irrelevant	inputs/prompts/ng10_irrelevant.txt
ng10_weak_distractor	inputs/prompts/ng10_weak_distractor.txt
ng10_competition_balanced	inputs/prompts/ng10_competition_balanced.txt
ng10_direct_conflict	inputs/prompts/ng10_direct_conflict.txt
ng10_closure_update	inputs/prompts/ng10_closure_update.txt
ng10_closure_override	inputs/prompts/ng10_closure_override.txt
ng10_exception_override	inputs/prompts/ng10_exception_override.txt
ng11_clean	inputs/prompts/ng11_clean.txt
ng11_permuted	inputs/prompts/ng11_permuted.txt
ng11_redundant	inputs/prompts/ng11_redundant.txt
ng11_irrelevant	inputs/prompts/ng11_irrelevant.txt
ng11_weak_distractor	inputs/prompts/ng11_weak_distractor.txt
ng11_competition_balanced	inputs/prompts/ng11_competition_balanced.txt
ng11_direct_conflict	inputs/prompts/ng11_direct_conflict.txt
ng11_closure_update	inputs/prompts/ng11_closure_update.txt
ng11_closure_override	inputs/prompts/ng11_closure_override.txt
ng11_exception_override	inputs/prompts/ng11_exception_override.txt
ng12_clean	inputs/prompts/ng12_clean.txt
ng12_permuted	inputs/prompts/ng12_permuted.txt
ng12_redundant	inputs/prompts/ng12_redundant.txt
ng12_irrelevant	inputs/prompts/ng12_irrelevant.txt
ng12_weak_distractor	inputs/prompts/ng12_weak_distractor.txt
ng12_competition_balanced	inputs/prompts/ng12_competition_balanced.txt
ng12_direct_conflict	inputs/prompts/ng12_direct_conflict.txt
ng12_closure_update	inputs/prompts/ng12_closure_update.txt
ng12_closure_override	inputs/prompts/ng12_closure_override.txt
ng12_exception_override	inputs/prompts/ng12_exception_override.txt
ng13_clean	inputs/prompts/ng13_clean.txt
ng13_permuted	inputs/prompts/ng13_permuted.txt
ng13_redundant	inputs/prompts/ng13_redundant.txt
ng13_irrelevant	inputs/prompts/ng13_irrelevant.txt
ng13_weak_distractor	inputs/prompts/ng13_weak_distractor.txt
ng13_competition_balanced	inputs/prompts/ng13_competition_balanced.txt
ng13_direct_conflict	inputs/prompts/ng13_direct_conflict.txt
ng13_closure_update	inputs/prompts/ng13_closure_update.txt
ng13_closure_override	inputs/prompts/ng13_closure_override.txt
ng13_exception_override	inputs/prompts/ng13_exception_override.txt
ng14_clean	inputs/prompts/ng14_clean.txt
ng14_permuted	inputs/prompts/ng14_permuted.txt
ng14_redundant	inputs/prompts/ng14_redundant.txt
ng14_irrelevant	inputs/prompts/ng14_irrelevant.txt
ng14_weak_distractor	inputs/prompts/ng14_weak_distractor.txt
ng14_competition_balanced	inputs/prompts/ng14_competition_balanced.txt
ng14_direct_conflict	inputs/prompts/ng14_direct_conflict.txt
ng14_closure_update	inputs/prompts/ng14_closure_update.txt
ng14_closure_override	inputs/prompts/ng14_closure_override.txt
ng14_exception_override	inputs/prompts/ng14_exception_override.txt
ng15_clean	inputs/prompts/ng15_clean.txt
ng15_permuted	inputs/prompts/ng15_permuted.txt
ng15_redundant	inputs/prompts/ng15_redundant.txt
ng15_irrelevant	inputs/prompts/ng15_irrelevant.txt
ng15_weak_distractor	inputs/prompts/ng15_weak_distractor.txt
ng15_competition_balanced	inputs/prompts/ng15_competition_balanced.txt
ng15_direct_conflict	inputs/prompts/ng15_direct_conflict.txt
ng15_closure_update	inputs/prompts/ng15_closure_update.txt
ng15_closure_override	inputs/prompts/ng15_closure_override.txt
ng15_exception_override	inputs/prompts/ng15_exception_override.txt
ng16_clean	inputs/prompts/ng16_clean.txt
ng16_permuted	inputs/prompts/ng16_permuted.txt
ng16_redundant	inputs/prompts/ng16_redundant.txt
ng16_irrelevant	inputs/prompts/ng16_irrelevant.txt
ng16_weak_distractor	inputs/prompts/ng16_weak_distractor.txt
ng16_competition_balanced	inputs/prompts/ng16_competition_balanced.txt
ng16_direct_conflict	inputs/prompts/ng16_direct_conflict.txt
ng16_closure_update	inputs/prompts/ng16_closure_update.txt
ng16_closure_override	inputs/prompts/ng16_closure_override.txt
ng16_exception_override	inputs/prompts/ng16_exception_override.txt
ng17_clean	inputs/prompts/ng17_clean.txt
ng17_permuted	inputs/prompts/ng17_permuted.txt
ng17_redundant	inputs/prompts/ng17_redundant.txt
ng17_irrelevant	inputs/prompts/ng17_irrelevant.txt
ng17_weak_distractor	inputs/prompts/ng17_weak_distractor.txt
ng17_competition_balanced	inputs/prompts/ng17_competition_balanced.txt
ng17_direct_conflict	inputs/prompts/ng17_direct_conflict.txt
ng17_closure_update	inputs/prompts/ng17_closure_update.txt
ng17_closure_override	inputs/prompts/ng17_closure_override.txt
ng17_exception_override	inputs/prompts/ng17_exception_override.txt
ng18_clean	inputs/prompts/ng18_clean.txt
ng18_permuted	inputs/prompts/ng18_permuted.txt
ng18_redundant	inputs/prompts/ng18_redundant.txt
ng18_irrelevant	inputs/prompts/ng18_irrelevant.txt
ng18_weak_distractor	inputs/prompts/ng18_weak_distractor.txt
ng18_competition_balanced	inputs/prompts/ng18_competition_balanced.txt
ng18_direct_conflict	inputs/prompts/ng18_direct_conflict.txt
ng18_closure_update	inputs/prompts/ng18_closure_update.txt
ng18_closure_override	inputs/prompts/ng18_closure_override.txt
ng18_exception_override	inputs/prompts/ng18_exception_override.txt
ng19_clean	inputs/prompts/ng19_clean.txt
ng19_permuted	inputs/prompts/ng19_permuted.txt
ng19_redundant	inputs/prompts/ng19_redundant.txt
ng19_irrelevant	inputs/prompts/ng19_irrelevant.txt
ng19_weak_distractor	inputs/prompts/ng19_weak_distractor.txt
ng19_competition_balanced	inputs/prompts/ng19_competition_balanced.txt
ng19_direct_conflict	inputs/prompts/ng19_direct_conflict.txt
ng19_closure_update	inputs/prompts/ng19_closure_update.txt
ng19_closure_override	inputs/prompts/ng19_closure_override.txt
ng19_exception_override	inputs/prompts/ng19_exception_override.txt
ng20_clean	inputs/prompts/ng20_clean.txt
ng20_permuted	inputs/prompts/ng20_permuted.txt
