revision,prompt_index,problem_id,prompt_spearman,coordinate_first,coordinate_final
step0,0,0,-0.006993006993006993,0.01688235253095627,0.029022827744483948
step0,1,1,0.8111888111888111,-0.0786697044968605,0.07689552009105682
step0,2,3,-0.8811188811188811,-0.005960794165730476,-0.13044601678848267
step0,3,4,0.3146853146853147,-0.0022469721734523773,0.010451368987560272
step0,4,5,-0.6643356643356644,0.040454644709825516,-0.00813937559723854
step0,5,6,-0.7692307692307693,0.05532415583729744,-0.006183812394738197
step0,6,8,0.986013986013986,-0.07718996703624725,0.13577084243297577
step0,7,9,-0.7552447552447552,0.11924678832292557,-0.04398582503199577
step0,8,10,-0.9790209790209791,0.06494669616222382,-0.08618004620075226
step0,9,11,0.8671328671328671,-0.07150904834270477,0.041889142245054245
step0,10,12,0.0,-0.03433135896921158,-0.031355395913124084
step0,11,13,0.6573426573426573,0.02587990090250969,0.04715102165937424
step0,12,14,0.8321678321678322,0.012984365224838257,0.04903604835271835
step0,13,15,-0.9300699300699301,-0.03240497037768364,-0.11749415844678879
step0,14,16,-0.38461538461538464,0.05665218085050583,-0.0015397220849990845
step0,15,18,-0.5454545454545454,-0.026910312473773956,-0.05187051370739937
step0,16,19,-0.2937062937062937,0.05352412909269333,0.012290003709495068
step0,17,20,-0.13986013986013987,-0.03874112665653229,0.00918545201420784
step0,18,21,-0.4965034965034965,0.05156940966844559,-0.02039971947669983
step0,19,22,0.17482517482517482,0.007337391376495361,0.045016802847385406
step0,20,23,-0.11888111888111888,-0.045229241251945496,-0.04529619961977005
step0,21,24,0.916083916083916,-0.09782454371452332,-0.022578798234462738
step0,22,25,0.5244755244755245,-0.027732662856578827,0.004322094842791557
step0,23,26,0.8321678321678322,-0.13888521492481232,-0.006449166685342789
step0,24,28,-0.24475524475524477,-0.008560195565223694,0.02035408467054367
step0,25,29,-0.3776223776223776,0.023868322372436523,-0.0018312260508537292
step0,26,31,-0.8811188811188811,0.011464295908808708,-0.10403808951377869
step0,27,33,0.7552447552447552,-0.010337255895137787,0.10555281490087509
step0,28,34,-0.32867132867132864,0.08119548112154007,0.017715521156787872
step0,29,35,0.8601398601398601,-0.06893958151340485,0.012208960950374603
step0,30,36,0.11188811188811189,-0.03614957630634308,-0.024394214153289795
step0,31,37,0.07692307692307693,0.13390542566776276,0.044753506779670715
step0,32,38,-0.8391608391608392,0.042786769568920135,-0.09636682271957397
step0,33,39,0.916083916083916,0.009121265262365341,0.10830022394657135
step0,34,40,0.32867132867132864,-0.02327021025121212,-0.01261909306049347
step0,35,41,0.6223776223776224,-0.009703382849693298,0.03139714524149895
step0,36,42,0.42657342657342656,-0.02162674069404602,-0.025491219013929367
step0,37,43,-0.11888111888111888,-0.12136660516262054,-0.03724680095911026
step0,38,46,0.1258741258741259,-0.03735315427184105,0.03194178640842438
step0,39,47,-0.6643356643356644,0.037048451602458954,-0.009203039109706879
step0,40,48,-0.7762237762237763,0.04712311178445816,0.004142314195632935
step0,41,49,-0.7272727272727273,0.050232842564582825,-0.013081342913210392
step0,42,50,0.9790209790209791,-0.11477705836296082,0.08631626516580582
step0,43,52,-0.4825174825174825,-0.02128615975379944,-0.040314577519893646
step0,44,53,0.8041958041958042,-0.030992496758699417,0.05500779673457146
step0,45,54,-0.34265734265734266,-0.02841513603925705,-0.0303669236600399
step0,46,55,-0.7552447552447552,-0.017774630337953568,-0.04125835746526718
step0,47,57,0.9300699300699301,-0.020115364342927933,0.12282225489616394
step0,48,59,-0.8041958041958042,0.012093793600797653,-0.057025812566280365
step0,49,60,-0.04895104895104895,-0.048393234610557556,-0.031223082914948463
step0,50,61,-0.8251748251748252,0.025139380246400833,-0.03838011249899864
step0,51,62,-0.055944055944055944,0.08535850048065186,0.06679517030715942
step0,52,63,0.6993006993006993,0.013551217503845692,0.09492062032222748
step128,0,0,-0.5944055944055944,0.010804366320371628,-0.029751207679510117
step128,1,1,0.9440559440559441,-0.0612042173743248,0.13347092270851135
step128,2,3,-0.16783216783216784,-0.028199199587106705,-0.03339231014251709
step128,3,4,-0.5244755244755245,-0.004646409302949905,-0.03318916633725166
step128,4,5,0.8671328671328671,0.05356409400701523,0.10749651491641998
step128,5,6,-0.2867132867132867,0.056477390229701996,0.007329436019062996
step128,6,8,0.986013986013986,-0.06457531452178955,0.10292352735996246
step128,7,9,-0.8531468531468531,0.10997700691223145,-0.04934725537896156
step128,8,10,-0.965034965034965,0.08044108748435974,-0.03467624634504318
step128,9,11,-0.2727272727272727,-0.048887185752391815,-0.04865429550409317
step128,10,12,-0.43356643356643354,-0.04716361314058304,-0.05039476603269577
step128,11,13,-0.8881118881118881,0.03571922332048416,-0.07767824828624725
step128,12,14,0.5664335664335665,0.040067724883556366,0.05379977077245712
step128,13,15,0.9090909090909091,-0.056498005986213684,0.04097411781549454
step128,14,16,0.02097902097902098,0.05230436846613884,0.011526297777891159
step128,15,18,-0.23076923076923078,-0.028497878462076187,-0.0603020116686821
step128,16,19,-0.972027972027972,0.003876756876707077,-0.14426395297050476
step128,17,20,-0.7202797202797203,-0.015496611595153809,-0.037568606436252594
step128,18,21,-0.7762237762237763,0.02449825033545494,-0.048447221517562866
step128,19,22,0.16783216783216784,0.03820262476801872,0.0593685619533062
step128,20,23,0.26573426573426573,-0.057583168148994446,-0.016354389488697052
step128,21,24,0.986013986013986,-0.07451628148555756,0.06318815052509308
step128,22,25,-0.7832167832167832,-0.048365142196416855,-0.09492267668247223
step128,23,26,0.993006993006993,-0.12349030375480652,0.04903598129749298
step128,24,28,-0.5034965034965035,-0.00874391384422779,0.005128435790538788
step128,25,29,0.951048951048951,0.03534628823399544,0.14639151096343994
step128,26,31,-0.4825174825174825,-0.03728189691901207,-0.08183130621910095
step128,27,33,0.8041958041958042,-0.016859322786331177,0.04808056727051735
step128,28,34,-0.1958041958041958,0.07211077213287354,0.022859692573547363
step128,29,35,0.6993006993006993,-0.06414851546287537,0.0010427441447973251
step128,30,36,0.9370629370629371,-0.002701900899410248,0.06470009684562683
step128,31,37,-0.993006993006993,0.13647668063640594,-0.044031139463186264
step128,32,38,0.3706293706293706,0.07210583984851837,0.06304281949996948
step128,33,39,-0.8601398601398601,0.060820408165454865,0.019922085106372833
step128,34,40,0.5804195804195804,-0.05621574819087982,0.022696256637573242
step128,35,41,-0.2517482517482518,0.005010979250073433,-0.007543288171291351
step128,36,42,0.24475524475524477,-0.03969315066933632,-0.07106427848339081
step128,37,43,0.8951048951048951,-0.1235414668917656,0.05777950584888458
step128,38,46,-0.2727272727272727,-0.04750669002532959,-0.04376213252544403
step128,39,47,-0.09090909090909091,0.01977303810417652,0.013646960258483887
step128,40,48,-0.9790209790209791,0.056525979191064835,-0.06184931844472885
step128,41,49,-0.8671328671328671,0.020319290459156036,-0.1163562536239624
step128,42,50,0.965034965034965,-0.09334326535463333,0.09130129218101501
step128,43,52,0.7902097902097902,-0.0028611142188310623,0.040106140077114105
step128,44,53,-0.44755244755244755,-0.051685795187950134,-0.056447502225637436
step128,45,54,0.8951048951048951,-0.017224503681063652,0.06885205209255219
step128,46,55,-0.9230769230769231,-0.03090483322739601,-0.09721439331769943
step128,47,57,0.7832167832167832,-0.029498685151338577,0.08895564824342728
step128,48,59,-0.6083916083916084,-0.026716748252511024,-0.0484461784362793
step128,49,60,0.20279720279720279,-0.03367192670702934,-0.01562674157321453
step128,50,61,-0.6433566433566433,0.03724559396505356,0.01504342071712017
step128,51,62,-0.951048951048951,0.09333661198616028,0.02111324667930603
step128,52,63,0.7552447552447552,0.044245991855859756,0.0820082277059555
step1000,0,0,0.26573426573426573,0.028597954660654068,0.03678532689809799
step1000,1,1,0.2097902097902098,0.03442572429776192,0.04295196756720543
step1000,2,3,0.8251748251748252,-0.030386298894882202,0.021323878318071365
step1000,3,4,0.8181818181818182,-0.02829662524163723,0.007523104548454285
step1000,4,5,-0.6223776223776224,0.07866955548524857,0.06512703001499176
