task,prompt_id,positive_norm_step_fraction,final_to_initial_norm_ratio,raw_future_alignment,raw_leave_one_out_alignment
relation_graph,relation_g000_clean,1.0,25.393226623535156,-0.06041024252772331,-0.07536951452493668
relation_graph,relation_g000_closure_override,1.0,24.77117156982422,-0.06287884712219238,-0.07969176024198532
relation_graph,relation_g000_closure_update,1.0,26.57090187072754,-0.06192813441157341,-0.07536624372005463
relation_graph,relation_g000_competition_balanced,0.9333333333333333,26.607330322265625,-0.05993983894586563,-0.07488670200109482
relation_graph,relation_g000_direct_conflict,1.0,25.75684928894043,-0.061064112931489944,-0.07489299774169922
relation_graph,relation_g000_equal_evidence,1.0,24.832292556762695,-0.062431883066892624,-0.0798850879073143
relation_graph,relation_g000_exception_override,1.0,26.27947235107422,-0.059864941984415054,-0.07477880269289017
relation_graph,relation_g000_irrelevant,1.0,26.39409065246582,-0.055334776639938354,-0.06725064665079117
relation_graph,relation_g000_paraphrase,1.0,29.776782989501953,-0.0493776798248291,-0.05723981186747551
relation_graph,relation_g000_rename,1.0,28.441343307495117,-0.05588633567094803,-0.06783434748649597
relation_graph,relation_g000_source_claim,1.0,22.086027145385742,-0.06485076248645782,-0.08883071690797806
relation_graph,relation_g000_weak_distractor,1.0,24.96438217163086,-0.06410737335681915,-0.08014067262411118
relation_graph,relation_g002_clean,1.0,25.713077545166016,-0.05869803950190544,-0.07276365160942078
relation_graph,relation_g002_closure_override,1.0,26.288923263549805,-0.06306890398263931,-0.07834044098854065
relation_graph,relation_g002_closure_update,1.0,25.858051300048828,-0.06158139184117317,-0.07479449361562729
relation_graph,relation_g002_competition_balanced,0.9333333333333333,25.85812759399414,-0.0550873801112175,-0.06872180104255676
relation_graph,relation_g002_direct_conflict,1.0,26.39800453186035,-0.05756554752588272,-0.07026802748441696
relation_graph,relation_g002_equal_evidence,1.0,23.458723068237305,-0.05723458528518677,-0.07377573847770691
relation_graph,relation_g002_exception_override,1.0,27.038204193115234,-0.06011321395635605,-0.07427459210157394
relation_graph,relation_g002_irrelevant,1.0,26.37666893005371,-0.05423224717378616,-0.06578066200017929
relation_graph,relation_g002_paraphrase,1.0,29.096843719482422,-0.05093202739953995,-0.05870555341243744
relation_graph,relation_g002_rename,1.0,27.975019454956055,-0.05446472391486168,-0.06619448959827423
relation_graph,relation_g002_source_claim,1.0,23.869993209838867,-0.055186476558446884,-0.07376258820295334
relation_graph,relation_g002_weak_distractor,1.0,25.56601333618164,-0.062014441937208176,-0.07740452885627747
relation_graph,relation_g015_clean,1.0,26.175209045410156,-0.05519251897931099,-0.06837905943393707
relation_graph,relation_g015_closure_override,1.0,26.173961639404297,-0.06492000818252563,-0.08004897087812424
relation_graph,relation_g015_closure_update,1.0,26.733638763427734,-0.06081048771739006,-0.07314043492078781
relation_graph,relation_g015_competition_balanced,0.9333333333333333,25.988325119018555,-0.05210108682513237,-0.06468544900417328
relation_graph,relation_g015_direct_conflict,1.0,27.009695053100586,-0.05509086325764656,-0.06695352494716644
relation_graph,relation_g015_equal_evidence,1.0,24.291290283203125,-0.054464761167764664,-0.06914101541042328
relation_graph,relation_g015_exception_override,1.0,26.484878540039062,-0.061624202877283096,-0.07649289071559906
relation_graph,relation_g015_irrelevant,1.0,27.974355697631836,-0.05228983238339424,-0.06284531205892563
relation_graph,relation_g015_paraphrase,1.0,29.741304397583008,-0.05250333994626999,-0.059129659086465836
relation_graph,relation_g015_rename,1.0,27.78646469116211,-0.05695774033665657,-0.06831837445497513
relation_graph,relation_g015_source_claim,1.0,23.630159378051758,-0.0536561943590641,-0.07006944715976715
relation_graph,relation_g015_weak_distractor,1.0,26.835145950317383,-0.057857513427734375,-0.07161114364862442
relation_graph,relation_g023_clean,1.0,24.570606231689453,-0.0704084187746048,-0.08907870948314667
relation_graph,relation_g023_closure_override,1.0,25.59195899963379,-0.07388508319854736,-0.09252116084098816
relation_graph,relation_g023_closure_update,1.0,23.906558990478516,-0.07468525320291519,-0.09370524436235428
relation_graph,relation_g023_competition_balanced,0.9333333333333333,25.01629066467285,-0.060234252363443375,-0.0755205973982811
relation_graph,relation_g023_direct_conflict,1.0,24.303850173950195,-0.06837405264377594,-0.08610649406909943
relation_graph,relation_g023_equal_evidence,1.0,22.911603927612305,-0.06363154947757721,-0.0832434669137001
relation_graph,relation_g023_exception_override,1.0,26.38017463684082,-0.06976846605539322,-0.08700937777757645
relation_graph,relation_g023_irrelevant,1.0,23.338605880737305,-0.07309182733297348,-0.09088204056024551
relation_graph,relation_g023_paraphrase,1.0,29.95777130126953,-0.05978463217616081,-0.07030841708183289
relation_graph,relation_g023_rename,1.0,28.669189453125,-0.06603590399026871,-0.08076433837413788
relation_graph,relation_g023_source_claim,1.0,22.904296875,-0.06324003636837006,-0.08296739310026169
relation_graph,relation_g023_weak_distractor,1.0,25.656110763549805,-0.07143241167068481,-0.08967313915491104
relation_graph,relation_g025_clean,1.0,25.896520614624023,-0.05164923146367073,-0.0649777427315712
relation_graph,relation_g025_closure_override,1.0,25.23493003845215,-0.06177235767245293,-0.07756276428699493
relation_graph,relation_g025_closure_update,1.0,26.006607055664062,-0.055959682911634445,-0.06713782995939255
relation_graph,relation_g025_competition_balanced,0.9333333333333333,27.175058364868164,-0.05385129898786545,-0.06618210673332214
relation_graph,relation_g025_direct_conflict,1.0,26.35611343383789,-0.0557112880051136,-0.06811199337244034
relation_graph,relation_g025_equal_evidence,1.0,25.622081756591797,-0.061104629188776016,-0.07825877517461777
relation_graph,relation_g025_exception_override,1.0,26.807941436767578,-0.059798628091812134,-0.07396307587623596
relation_graph,relation_g025_irrelevant,1.0,27.584707260131836,-0.05087572708725929,-0.06075743958353996
relation_graph,relation_g025_paraphrase,1.0,29.102222442626953,-0.055664677172899246,-0.06357841193675995
relation_graph,relation_g025_rename,1.0,27.428817749023438,-0.05807630345225334,-0.06925787776708603
relation_graph,relation_g025_source_claim,1.0,25.12282943725586,-0.0550677515566349,-0.07213164865970612
relation_graph,relation_g025_weak_distractor,1.0,26.073148727416992,-0.054978493601083755,-0.06800030916929245
relation_graph,relation_g026_clean,1.0,26.073339462280273,-0.059787217527627945,-0.0732630267739296
relation_graph,relation_g026_closure_override,1.0,26.55735969543457,-0.06497980654239655,-0.08025600761175156
relation_graph,relation_g026_closure_update,1.0,26.256227493286133,-0.06365328282117844,-0.07688149809837341
relation_graph,relation_g026_competition_balanced,0.9333333333333333,25.401269912719727,-0.05814172700047493,-0.07242714613676071
relation_graph,relation_g026_direct_conflict,1.0,27.033613204956055,-0.05929608270525932,-0.0722031444311142
relation_graph,relation_g026_equal_evidence,1.0,22.918420791625977,-0.06371983140707016,-0.08211620897054672
relation_graph,relation_g026_exception_override,1.0,27.558731079101562,-0.06351111829280853,-0.07861670106649399
relation_graph,relation_g026_irrelevant,1.0,26.798952102661133,-0.057550735771656036,-0.06898759305477142
relation_graph,relation_g026_paraphrase,1.0,28.823543548583984,-0.05486542731523514,-0.06371407955884933
relation_graph,relation_g026_rename,1.0,28.110889434814453,-0.05767901614308357,-0.06960758566856384
relation_graph,relation_g026_source_claim,1.0,23.93859100341797,-0.055682484060525894,-0.07199101895093918
relation_graph,relation_g026_weak_distractor,1.0,25.80550765991211,-0.06244615092873573,-0.07636959105730057
relation_graph,relation_g051_clean,1.0,26.04544448852539,-0.06489848345518112,-0.08037973195314407
relation_graph,relation_g051_closure_override,1.0,26.85748291015625,-0.06568673998117447,-0.08064058423042297
relation_graph,relation_g051_closure_update,1.0,26.324655532836914,-0.06967482715845108,-0.08408855646848679
relation_graph,relation_g051_competition_balanced,0.9333333333333333,26.867103576660156,-0.0574696883559227,-0.0712263435125351
relation_graph,relation_g051_direct_conflict,1.0,26.139570236206055,-0.06465916335582733,-0.07927419245243073
relation_graph,relation_g051_equal_evidence,1.0,25.01941680908203,-0.05999066308140755,-0.07545154541730881
relation_graph,relation_g051_exception_override,1.0,26.768693923950195,-0.06376411020755768,-0.07882992923259735
relation_graph,relation_g051_irrelevant,1.0,26.6921443939209,-0.062016505748033524,-0.07525833696126938
relation_graph,relation_g051_paraphrase,1.0,30.105009078979492,-0.05588144809007645,-0.06394662708044052
relation_graph,relation_g051_rename,1.0,28.91937828063965,-0.059093885123729706,-0.07072831690311432
relation_graph,relation_g051_source_claim,1.0,24.178430557250977,-0.057474080473184586,-0.07486990094184875
relation_graph,relation_g051_weak_distractor,1.0,26.107622146606445,-0.06809052079916,-0.0848410427570343
relation_graph,relation_g063_clean,1.0,24.919057846069336,-0.06019224599003792,-0.0751519650220871
relation_graph,relation_g063_closure_override,1.0,25.716123580932617,-0.06793953478336334,-0.0844896212220192
relation_graph,relation_g063_closure_update,1.0,26.02392578125,-0.06688158959150314,-0.08117613941431046
relation_graph,relation_g063_competition_balanced,0.9333333333333333,25.384140014648438,-0.05544434115290642,-0.06908409297466278
relation_graph,relation_g063_direct_conflict,1.0,25.69382667541504,-0.06086653470993042,-0.07528413832187653
relation_graph,relation_g063_equal_evidence,1.0,23.91986083984375,-0.05844942852854729,-0.07400064170360565
relation_graph,relation_g063_exception_override,1.0,26.22164535522461,-0.06625337898731232,-0.08227033168077469
relation_graph,relation_g063_irrelevant,1.0,26.91523551940918,-0.06071066856384277,-0.07449308782815933
relation_graph,relation_g063_paraphrase,1.0,29.033405303955078,-0.054998211562633514,-0.06267332285642624
relation_graph,relation_g063_rename,1.0,27.13906478881836,-0.055939171463251114,-0.0669063851237297
relation_graph,relation_g063_source_claim,1.0,22.93618392944336,-0.05476992577314377,-0.07259916514158249
relation_graph,relation_g063_weak_distractor,1.0,25.254201889038086,-0.06475981324911118,-0.08102606981992722
lexical_category,lexical_000_clean,1.0,15.314397811889648,-0.06103239580988884,-0.08570174127817154
lexical_category,lexical_000_paraphrase,1.0,15.029114723205566,-0.05795822665095329,-0.08457159996032715
lexical_category,lexical_000_untrusted_conflict,1.0,14.640337944030762,-0.06512752920389175,-0.09194647520780563
lexical_category,lexical_000_asserted_conflict,1.0,14.942238807678223,-0.0598631277680397,-0.08520495146512985
lexical_category,lexical_000_explicit_correction,1.0,14.606415748596191,-0.06416825950145721,-0.08949913084506989
lexical_category,lexical_000_final_recheck,1.0,15.666108131408691,-0.05888036638498306,-0.085321344435215
lexical_category,lexical_001_clean,1.0,14.984124183654785,-0.06295906007289886,-0.08934077620506287
lexical_category,lexical_001_paraphrase,1.0,14.984180450439453,-0.05711030587553978,-0.08442044258117676
lexical_category,lexical_001_untrusted_conflict,1.0,14.673711776733398,-0.06453393399715424,-0.09145881235599518
lexical_category,lexical_001_asserted_conflict,1.0,14.820362091064453,-0.05864989757537842,-0.08427810668945312
lexical_category,lexical_001_explicit_correction,1.0,14.635604858398438,-0.063124880194664,-0.08891810476779938
lexical_category,lexical_001_final_recheck,1.0,15.555721282958984,-0.059903018176555634,-0.08715253323316574
lexical_category,lexical_002_clean,1.0,14.50197696685791,-0.06755610555410385,-0.0962495356798172
lexical_category,lexical_002_paraphrase,1.0,14.912626266479492,-0.059512026607990265,-0.0875685065984726
lexical_category,lexical_002_untrusted_conflict,1.0,14.41004467010498,-0.06672840565443039,-0.09439786523580551
lexical_category,lexical_002_asserted_conflict,1.0,14.538924217224121,-0.06260482966899872,-0.08980195969343185
lexical_category,lexical_002_explicit_correction,1.0,14.408565521240234,-0.06585107743740082,-0.09313294291496277
lexical_category,lexical_002_final_recheck,1.0,15.59194278717041,-0.0615377239882946,-0.08900871127843857
lexical_category,lexical_003_clean,1.0,15.811232566833496,-0.055953286588191986,-0.07899492233991623
lexical_category,lexical_003_paraphrase,1.0,15.340131759643555,-0.053536899387836456,-0.07857787609100342
lexical_category,lexical_003_untrusted_conflict,1.0,15.45857048034668,-0.05559561401605606,-0.07784212380647659
lexical_category,lexical_003_asserted_conflict,1.0,15.635741233825684,-0.05182584375143051,-0.07434026896953583
lexical_category,lexical_003_explicit_correction,0.9333333333333333,15.015946388244629,-0.056954916566610336,-0.08004733920097351
lexical_category,lexical_003_final_recheck,1.0,16.02596664428711,-0.054513756185770035,-0.0788574144244194
lexical_category,lexical_004_clean,1.0,15.691201210021973,-0.056807152926921844,-0.07997855544090271
lexical_category,lexical_004_paraphrase,1.0,15.45883846282959,-0.05139504745602608,-0.07578077167272568
lexical_category,lexical_004_untrusted_conflict,1.0,15.16388988494873,-0.05968160554766655,-0.08340085297822952
lexical_category,lexical_004_asserted_conflict,1.0,14.969720840454102,-0.05766734480857849,-0.08253738284111023
lexical_category,lexical_004_explicit_correction,0.9333333333333333,14.896928787231445,-0.058009061962366104,-0.08151654899120331
lexical_category,lexical_004_final_recheck,1.0,15.761775016784668,-0.05571947619318962,-0.08075394481420517
lexical_category,lexical_005_clean,1.0,15.337312698364258,-0.058871351182460785,-0.08298834413290024
lexical_category,lexical_005_paraphrase,1.0,15.544234275817871,-0.051764361560344696,-0.0759502500295639
lexical_category,lexical_005_untrusted_conflict,1.0,15.232352256774902,-0.06045642867684364,-0.08410676568746567
lexical_category,lexical_005_asserted_conflict,1.0,14.736796379089355,-0.060030799359083176,-0.08552314341068268
lexical_category,lexical_005_explicit_correction,0.9333333333333333,14.929795265197754,-0.06002283841371536,-0.08351939171552658
lexical_category,lexical_005_final_recheck,1.0,15.784134864807129,-0.058171506971120834,-0.08371566981077194
lexical_category,lexical_006_clean,1.0,14.898003578186035,-0.0637834221124649,-0.09005968272686005
lexical_category,lexical_006_paraphrase,1.0,14.800731658935547,-0.058979522436857224,-0.08592381328344345
